Name	Length	EffectiveLength	TPM	NumReads
FBtr0333451	4043	3872.06	5.11162e-08	1.65385e-06
FBtr0300831	4092	3921.06	0	0
FBtr0076303	1640	1469.06	0	0
FBtr0076302	1655	1484.06	2.18594	27.1072
FBtr0076301	2049	1878.06	46.9569	736.893
FBtr0077098	1123	952.061	81.0562	644.832
FBtr0070552	1047	876.061	0	0
FBtr0075818	1346	1175.06	28.7206	282
FBtr0088789	1908	1737.06	5.51162	80
FBtr0304960	503	332.352	0	0
FBtr0075249	843	672.142	0	0
FBtr0084104	1804	1633.06	206.438	2817
FBtr0336911	2177	2006.06	12.4691	209.014
FBtr0088974	1597	1426.06	15.6442	186.417
FBtr0100360	4963	4792.06	0.170721	6.83604
FBtr0110880	2920	2749.06	0	0
FBtr0334105	2225	2054.06	0	0
FBtr0301185	2946	2775.06	0	0
FBtr0110881	4262	4091.06	2.6083	89.164
FBtr0336928	1138	967.061	0.495006	4
FBtr0072107	995	824.061	0	0
FBtr0085786	2956	2785.06	12.7222	296.069
FBtr0085785	3082	2911.06	0	0
FBtr0334549	2894	2723.06	0	0
FBtr0334550	3020	2849.06	0	0
FBtr0340191	4545	4374.06	3.50544e-07	1.28122e-05
FBtr0073848	4477	4306.06	60.0314	2160
FBtr0078387	3371	3200.06	7.27643	194.568
FBtr0087487	2027	1856.06	15.4103	239
FBtr0083735	2688	2517.06	0	0
FBtr0332539	2448	2277.06	0	0
FBtr0077790	977	806.061	0	0
FBtr0331440	941	770.142	0	0
FBtr0331439	971	800.142	0	0
FBtr0082634	1746	1575.06	15.1203	199
FBtr0079612	1320	1149.06	6.05892	58.1746
FBtr0087980	1799	1628.06	0	0
FBtr0087979	1558	1387.06	0	0
FBtr0072044	1063	892.061	0	0
FBtr0343206	1072	901.061	0	0
FBtr0072043	1160	989.061	0	0
FBtr0075225	1132	961.061	0	0
FBtr0112489	446	275.415	11.2752	25.9481
FBtr0339263	740	569.142	0.966054	4.59427
FBtr0301018	2276	2105.06	1.19388	21
FBtr0302526	640	469.249	4.08057	16
FBtr0100009	3280	3109.06	5.35045	139
FBtr0089901	2338	2167.06	0.634358	11.4869
FBtr0089902	1803	1632.06	0	0
FBtr0300562	2617	2446.06	3.72406	76.1166
FBtr0089900	2125	1954.06	0	0
FBtr0089904	2355	2184.06	0	0
FBtr0301521	2467	2296.06	0.588105	11.2832
FBtr0089905	2568	2397.06	2.45203	49.1134
FBtr0345390	5214	5043.06	0.445442	18.7707
FBtr0331425	3556	3385.06	1.78388	50.4577
FBtr0332155	4408	4237.06	1.94245	68.7716
FBtr0075014	3541	3370.06	2.72934e-07	7.68583e-06
FBtr0078874	603	432.249	0.276867	1
FBtr0083452	2975	2804.06	10.4066	243.831
FBtr0302317	2262	2091.06	21.2427	371.169
FBtr0333248	2543	2372.06	0	0
FBtr0114524	2411	2240.06	0.2137	4
FBtr0273385	6171	6000.06	1.89895	95.2058
FBtr0339307	6637	6466.06	0.474945	25.6613
FBtr0273384	6439	6268.06	3.43926	180.133
FBtr0082117	3807	3636.06	4.07706	123.872
FBtr0082116	6303	6132.06	1.97436	101.164
FBtr0082118	4671	4500.06	2.86806	107.845
FBtr0085011	1569	1398.06	0.0856009	1
FBtr0081174	4145	3974.06	0	0
FBtr0081175	3934	3763.06	0	0
FBtr0303241	4041	3870.06	1.66073	53.7046
FBtr0081176	3893	3722.06	0	0
FBtr0305129	2997	2826.06	10.4597	247
FBtr0339156	2994	2823.06	0	0
FBtr0339157	2988	2817.06	0	0
FBtr0071784	2049	1878.06	0	0
FBtr0071785	1989	1818.06	62.7978	954
FBtr0089148	3050	2879.06	0.794661	19.1174
FBtr0089147	2773	2602.06	1.80402e-05	0.000392241
FBtr0089150	2762	2591.06	2.21214	47.8945
FBtr0089146	2709	2538.06	4.24427	90.0121
FBtr0308247	2614	2443.06	25.7653	525.976
FBtr0089149	2840	2669.06	0	0
FBtr0302559	2531	2360.06	0	0
FBtr0346506	2597	2426.06	0	0
FBtr0302190	3048	2877.06	0.000710532	0.0170816
FBtr0086145	3054	2883.06	9.04843	217.983
FBtr0306281	375	204.483	0	0
FBtr0306280	392	221.439	0	0
FBtr0306258	4812	4641.06	2.19588	85.1571
FBtr0073119	3828	3657.06	30.1027	919.884
FBtr0073120	4106	3935.06	39.1571	1287.53
FBtr0073118	4763	4592.06	47.0513	1805.4
FBtr0337055	3442	3271.06	11.6754	319.122
FBtr0333895	3491	3320.06	69.9757	1941.28
FBtr0337056	4046	3875.06	10.6431	344.622
FBtr0077442	1411	1240.06	4.82538	50
FBtr0076018	1266	1095.06	2.71015	24.7986
FBtr0076017	963	792.142	7.13111	47.2014
FBtr0339781	3357	3186.06	0	0
FBtr0070778	3093	2922.06	0	0
FBtr0344824	2804	2633.06	10.5446	232
FBtr0345292	830	659.142	11.8999	65.5416
FBtr0070983	837	666.142	4.35798	24.2575
FBtr0070982	1100	929.061	1.73999	13.5079
FBtr0070981	941	770.142	102.993	662.787
FBtr0070980	854	683.142	5737.6	32751.9
FBtr0307300	2919	2748.06	12.1118	278.12
FBtr0113024	3030	2859.06	0.999581	23.8801
FBtr0332600	2913	2742.06	0	0
FBtr0083414	2815	2644.06	15.0022	331.452
FBtr0337043	3789	3618.06	0.94429	28.5481
FBtr0077516	1338	1167.06	0.102544	1
FBtr0112524	1274	1103.06	1.78906	16.49
FBtr0089233	3691	3520.06	1.53497	45.1486
FBtr0334626	3376	3205.06	0.623608	16.701
FBtr0310651	3526	3355.06	3.37703	94.674
FBtr0089229	3501	3330.06	18.7767	522.476
FBtr0082920	981	810.061	0	0
FBtr0077386	1734	1563.06	19.4474	254
FBtr0071106	2301	2130.06	0.056184	1
FBtr0070937	2201	2030.06	90.737	1539.18
FBtr0070938	2487	2316.06	63.9481	1237.58
FBtr0070397	1267	1096.06	0.218373	2
FBtr0074346	819	648.142	0	0
FBtr0071471	1606	1435.06	0.0772111	0.925861
FBtr0330316	1609	1438.06	0.00616986	0.0741392
FBtr0074918	1253	1082.06	16.628	150.344
FBtr0072124	2163	1992.06	23.0092	383
FBtr0071683	1189	1018.06	63.5957	541
FBtr0077403	1061	890.061	0	0
FBtr0113021	1089	918.061	0	0
FBtr0077402	1231	1060.06	0	0
FBtr0077401	1011	840.061	0.427381	3
FBtr0300280	1584	1413.06	0	0
FBtr0346378	3461	3290.06	0	0
FBtr0074809	2896	2725.06	21.5811	491.412
FBtr0335137	3353	3182.06	0	0
FBtr0346141	373	202.483	0	0
FBtr0085611	272	101.593	12.9579	11
FBtr0074029	585	414.249	0	0
FBtr0075388	1505	1334.06	0.179415	2
FBtr0343534	2295	2124.06	0	0
FBtr0086001	1762	1591.06	0.0752173	1
FBtr0321315	1239	1068.06	0	0
FBtr0333037	2846	2675.06	0	0
FBtr0075724	2737	2566.06	4.03194	86.4523
FBtr0075723	2084	1913.06	1.66074	26.5477
FBtr0342770	3744	3573.06	0.00227713	0.0679868
FBtr0070420	3766	3595.06	77.2944	2321.93
FBtr0342771	3838	3667.06	0	0
FBtr0333323	2883	2712.06	0	0
FBtr0333322	2930	2759.06	1.23165	28.3951
FBtr0074137	2347	2176.06	1.3338	24.2526
FBtr0074135	2386	2215.06	51.5618	954.352
FBtr0308136	1697	1526.06	0	0
FBtr0080237	698	527.249	0	0
FBtr0300638	3446	3275.06	0	0
FBtr0073729	466	295.415	54.6173	134.821
FBtr0084836	743	572.142	23.8455	114
FBtr0082430	1248	1077.06	0	0
FBtr0335211	1142	971.061	20.9511	170
FBtr0076857	1307	1136.06	0.948081	9
FBtr0300424	902	731.142	0	0
FBtr0083860	1793	1622.06	0	0
FBtr0302327	1744	1573.06	133.374	1753.12
FBtr0083861	1877	1706.06	14.021	199.88
FBtr0083086	1479	1308.06	17.3574	189.718
FBtr0334589	2552	2381.06	1.48963	29.6377
FBtr0091874	595	424.249	0.386005	1.36839
FBtr0073935	992	821.061	0	0
FBtr0073300	818	647.142	0	0
FBtr0073299	2460	2289.06	0	0
FBtr0088841	1522	1351.06	3.04965	34.4287
FBtr0088842	1468	1297.06	54.4602	590.248
FBtr0345599	2094	1923.06	0	0
FBtr0070422	1749	1578.06	0.455022	6
FBtr0342772	681	510.249	0	0
FBtr0070421	1547	1376.06	0	0
FBtr0333023	2495	2324.06	0	0
FBtr0075579	1678	1507.06	0.238229	3
FBtr0072248	2815	2644.06	0.0905239	2
FBtr0345620	2931	2760.06	0	0
FBtr0072247	2800	2629.06	0	0
FBtr0072253	1306	1135.06	1.35978	12.8969
FBtr0343432	1090	919.061	27.4177	210.557
FBtr0073127	1478	1307.06	0.000692598	0.00756437
FBtr0073128	1471	1300.06	0.459572	4.99244
FBtr0079458	1541	1370.06	0	0
FBtr0079460	1595	1424.06	0.714166	8.49813
FBtr0079462	1526	1355.06	0	0
FBtr0079461	1505	1334.06	0	0
FBtr0079459	1585	1414.06	0.719534	8.50187
FBtr0081997	1156	985.061	51.81	426.454
FBtr0081996	1257	1086.06	0.684186	6.20903
FBtr0336761	1233	1062.06	7.13692	63.3367
FBtr0336637	3026	2855.06	0.167668	4
FBtr0300693	1964	1793.06	0	0
FBtr0336636	3290	3119.06	0	0
FBtr0071797	3770	3599.06	0	0
FBtr0336638	1523	1352.06	0	0
FBtr0087382	5033	4862.06	22.7681	925
FBtr0339998	5235	5064.06	0	0
FBtr0301478	2790	2619.06	25.3008	553.7
FBtr0089521	2653	2482.06	4.2999	89.1796
FBtr0306351	2221	2050.06	1.6674	28.5629
FBtr0306350	2503	2332.06	2.0258	39.4759
FBtr0330046	2653	2482.06	4.2999	89.1796
FBtr0301477	4782	4611.06	0.82798	31.9019
FBtr0300224	1562	1391.06	0	0
FBtr0114515	1508	1337.06	0.102541	1.14563
FBtr0087406	329	158.541	0	0
FBtr0072888	2130	1959.06	0	0
FBtr0085859	1170	999.061	0.479151	4
FBtr0334894	6412	6241.06	38.3135	1998.05
FBtr0084460	6624	6453.06	7.33858	395.707
FBtr0304567	3987	3816.06	5.08818	162.246
FBtr0070907	2510	2339.06	121.667	2378
FBtr0070906	2636	2465.06	0	0
FBtr0305911	1961	1790.06	7.42766	111.1
FBtr0289953	2161	1990.06	4.6381	77.1261
FBtr0305910	2015	1844.06	2.77591	42.7736
FBtr0088312	1656	1485.06	0	0
FBtr0088313	2297	2126.06	0	0
FBtr0088311	2351	2180.06	0.658745	12
FBtr0304592	2591	2420.06	0	0
FBtr0088882	1935	1764.06	76.6601	1130
FBtr0079894	2382	2211.06	22.2973	411.954
FBtr0331635	2356	2185.06	6.20652	113.32
FBtr0345615	2623	2452.06	4.96733	101.777
FBtr0071338	3399	3228.06	183.18	4941
FBtr0334508	4486	4315.06	0	0
FBtr0085746	3506	3335.06	0.035884	1
FBtr0085085	1541	1370.06	38.1721	437
FBtr0085084	2075	1904.06	0	0
FBtr0079304	905	734.142	0.163014	1
FBtr0079732	925	754.142	0	0
FBtr0071108	3145	2974.06	9.26347	230.207
FBtr0340139	3231	3060.06	0	0
FBtr0071107	3426	3255.06	35.9385	977.494
FBtr0340138	4238	4067.06	2.03829	69.2695
FBtr0309839	4403	4232.06	0	0
FBtr0309836	4378	4207.06	0	0
FBtr0309837	3952	3781.06	2.20629	69.7062
FBtr0073144	4107	3936.06	143.62	4723.59
FBtr0309838	4006	3835.06	0.053249	1.70639
FBtr0075152	2917	2746.06	25.4947	585
FBtr0300092	607	436.249	0	0
FBtr0073892	1096	925.061	0	0
FBtr0343143	1534	1363.06	0.0877989	1
FBtr0332630	1663	1492.06	1.59437	19.8779
FBtr0332631	1364	1193.06	47.9684	478.204
FBtr0332632	5997	5826.06	9.61982	468.314
FBtr0301268	1587	1416.06	0.338051	4
FBtr0085909	2020	1849.06	0.129444	2
FBtr0080763	2304	2133.06	18.4024	328
FBtr0086733	1297	1126.06	26.1443	246
FBtr0087262	852	681.142	148.992	848
FBtr0303232	702	531.249	3.82962	17
FBtr0344155	6716	6545.06	5.33116	291.562
FBtr0070316	6065	5894.06	24.5366	1208.44
FBtr0344279	6745	6574.06	0.0728167	4
FBtr0076133	3030	2859.06	0.125575	3
FBtr0082259	2901	2730.06	40.1977	917
FBtr0079708	1718	1547.06	35.7043	461.555
FBtr0330181	847	676.142	0.60782	3.43406
FBtr0074894	650	479.249	112.263	449.566
FBtr0082726	2913	2742.06	1.56358	35.8256
FBtr0331429	2603	2432.06	1.49905	30.464
FBtr0331428	2948	2777.06	1.97723	45.8816
FBtr0082727	2606	2435.06	3.14602	64.0127
FBtr0301219	3098	2927.06	7.76079	189.816
FBtr0088166	1239	1068.06	0.112049	1
FBtr0310646	1830	1659.06	2.11205	29.2793
FBtr0073730	1370	1199.06	174.835	1751.72
FBtr0079724	633	462.249	3.63943	14.0574
FBtr0346454	899	728.142	1.80036	10.9539
FBtr0100541	611	440.249	6814.92	25070
FBtr0343865	1567	1396.06	0	0
FBtr0079324	1294	1123.06	0.319685	3
FBtr0079598	1156	985.061	48.9863	403.211
FBtr0081220	1093	922.061	7.73322e-07	5.95821e-06
FBtr0300823	1159	988.061	0.961166	7.93556
FBtr0081221	1054	883.061	31.202	230.234
FBtr0310645	979	808.061	4.58948	30.9887
FBtr0081219	1084	913.061	0.110354	0.841947
FBtr0075314	465	294.415	78.4515	193
FBtr0070136	2103	1932.06	2.59619	41.9133
FBtr0070137	2193	2022.06	2.38619	40.3175
FBtr0070135	2124	1953.06	7.64533	124.769
FBtr0076688	2391	2220.06	26.6031	493.505
FBtr0346546	2609	2438.06	0	0
FBtr0302935	3103	2932.06	13.1142	321.301
FBtr0082329	3115	2944.06	2.46741	60.6993
FBtr0344017	5279	5108.06	0.492653	21.0277
FBtr0091678	6366	6195.06	6.01129	311.178
FBtr0344016	5395	5224.06	0	0
FBtr0342985	4422	4251.06	6.08308	216.081
FBtr0071815	4360	4189.06	16.979	594.324
FBtr0071816	4190	4019.06	1.25383e-08	4.21074e-07
FBtr0071813	4216	4045.06	282.164	9537.22
FBtr0342986	4124	3953.06	7.10257	234.609
FBtr0071814	4255	4084.06	3.35986	114.659
FBtr0083049	682	511.249	54.3076	232
FBtr0079593	751	580.142	0.409785	1.98649
FBtr0332415	1011	840.061	5.77881	40.5644
FBtr0345640	3934	3763.06	5.58485	175.61
FBtr0077562	3784	3613.06	51.0886	1542.39
FBtr0085387	5031	4860.06	4.898	198.91
FBtr0085386	4880	4709.06	11.9468	470.09
FBtr0085614	355	184.541	9.41127	14.5123
FBtr0303924	5093	4922.06	0	0
FBtr0303923	5120	4949.06	0.217633	9
FBtr0300811	4420	4249.06	14.6177	519
FBtr0340626	2866	2695.06	0.0761378	1.7146
FBtr0340627	2995	2824.06	0	0
FBtr0340628	2870	2699.06	0.0126543	0.285395
FBtr0087784	1976	1805.06	201.816	3043.99
FBtr0332882	2246	2075.06	0.445192	7.71922
FBtr0339391	1899	1728.06	0.0204065	0.294661
FBtr0084095	7188	7017.06	0.772947	45.3211
FBtr0343807	7002	6831.06	0.150289	8.5785
FBtr0343805	4551	4380.06	11.5489	422.684
FBtr0343806	4719	4548.06	8.27338	314.416
FBtr0086801	711	540.142	0.525672	2.37256
FBtr0344145	6340	6169.06	0.0308601	1.59078
FBtr0100454	3868	3697.06	0	0
FBtr0082255	6557	6386.06	0	0
FBtr0082256	4226	4055.06	0	0
FBtr0100455	2462	2291.06	0.0736115	1.40922
FBtr0088783	1907	1736.06	43.4039	629.635
FBtr0301333	1977	1806.06	0	0
FBtr0332689	1974	1803.06	0	0
FBtr0086107	5316	5145.06	42.5197	1828
FBtr0072159	694	523.249	0.457432	2
FBtr0076218	2574	2403.06	8.87679	178.244
FBtr0076219	2478	2307.06	33.9126	653.756
FBtr0113346	1241	1070.06	0.11184	1
FBtr0100083	570	399.249	0	0
FBtr0079765	644	473.249	0.25288	1
FBtr0071734	1182	1011.06	0	0
FBtr0071191	1056	885.061	9.83833	72.7595
FBtr0345988	1286	1115.06	2.60164	24.2405
FBtr0071902	1064	893.061	2.63801	19.6858
FBtr0332909	904	733.142	55.5516	340.314
FBtr0078892	1301	1130.06	477.722	4511
FBtr0073061	323	152.541	0	0
FBtr0081973	1959	1788.06	0.334651	5
FBtr0333190	1343	1172.06	0	0
FBtr0072990	764	593.142	48.2219	239
FBtr0076205	2178	2007.06	0	0
FBtr0076204	2232	2061.06	11.1485	192
FBtr0081487	2064	1893.06	27.1707	429.795
FBtr0331678	2435	2264.06	0.64515	12.2052
FBtr0086674	751	580.142	207.73	1007
FBtr0113686	2779	2608.06	1.51426	33
FBtr0113685	2706	2535.06	0	0
FBtr0072069	2783	2612.06	1.93795	42.298
FBtr0072067	2762	2591.06	0	0
FBtr0072070	2827	2656.06	16.1822	359.145
FBtr0332926	2655	2484.06	0	0
FBtr0072068	2775	2604.06	0.675135	14.6905
FBtr0072066	2608	2437.06	0.00402111	0.0818856
FBtr0087059	1547	1376.06	104.537	1202
FBtr0074966	4094	3923.06	14.9014	488.481
FBtr0333896	4347	4176.06	1.41908	49.5185
FBtr0302288	1725	1554.06	0	0
FBtr0086613	5546	5375.06	0.512093	23
FBtr0091795	4018	3847.06	0.736356	23.6708
FBtr0300891	3895	3724.06	0	0
FBtr0091794	5531	5360.06	0	0
FBtr0091793	5663	5492.06	0.0363755	1.66932
FBtr0300892	5540	5369.06	0	0
FBtr0091792	3886	3715.06	0	0
FBtr0301734	675	504.249	25.3947	107
FBtr0342889	1080	909.061	15.1779	115.292
FBtr0071618	1141	970.061	5.88567	47.7079
FBtr0344856	10063	9892.06	0	0
FBtr0329838	8191	8020.06	0	0
FBtr0329840	7444	7273.06	5.43493e-09	3.30299e-07
FBtr0332236	5661	5490.06	0.569606	26.1305
FBtr0329844	5383	5212.06	2.47833	107.935
