Name	Length	EffectiveLength	TPM	NumReads
FBgn0267610	864	686.488	0	0
FBgn0262851	1188	1010.19	12.5554	85.293
FBgn0053416	143	62.465	6.86134	2.882
FBgn0267520	357	179.844	4.23724	5.125
FBgn0085765	30	5.482	0	0
FBgn0267424	659	481.602	0	0
FBgn0030116	1305	1127.19	0.131924	1
FBgn0031135	363	185.841	0	0
FBgn0263213	224	48.158	0	0
FBgn0267878	266	88.903	0	0
FBgn0058441	177	22.531	0	0
FBgn0267864	485	307.722	0	0
FBgn0085500	687	509.594	0	0
FBgn0085784	479	301.727	0.002335	0.005
FBgn0262848	1188	1010.19	5.73356	38.95
FBgn0063924	307	129.871	0.000437	0
FBgn0262616	554	376.676	0	0
FBgn0267891	718	540.58	0.000307	0.001
FBgn0053491	369	191.838	0.002907	0.004
FBgn0050374	600	422.652	0	0
FBtr0347034	740	562.566	0	0
FBgn0267898	414	236.791	0.000207	0
FBgn0260469	924.143	746.613	1.08991	5.472
FBgn0267874	253	75.922	0	0
FBgn0030243	4727.41	4549.6	50.6387	1549.29
FBgn0032269	1867	1689.19	0	0
FBgn0266369	2930	2752.19	18.2085	337
FBgn0032596	774.161	596.714	133.574	536
FBgn0033770	715	537.581	0.276617	1
FBgn0259237	2786	2608.19	0	0
FBgn0013685	525	347.693	1.28306	3
FBgn0031021	768	590.557	83.3467	331
FBgn0033491	3329	3151.19	7.57749	160.575
FBgn0051141	961	783.444	0	0
FBgn0284082	778	600.552	0	0
FBgn0036396	1352	1174.19	7.97853	63
FBgn0036641	893.091	715.551	24.3146	117
FBgn0027594	4503.79	4325.99	211.679	6158
FBgn0261954	7915.45	7737.65	59.3459	3088
FBgn0029987	639	461.619	0.644271	2
FBgn0031660	1138.56	960.756	124.751	806
FBgn0038619	935.927	758.396	16.4705	84
FBgn0001341	3680	3502.19	8.74681	206
FBgn0037541	7058.85	6881.04	30.785	1424.53
FBgn0016701	1188.09	1010.37	63.2865	430
FBgn0039110	1769.58	1591.78	54.4639	583
FBgn0038839	2837.5	2659.69	0	0
FBgn0264307	3670.06	3492.25	11.5848	272.066
FBgn0263355	3606.78	3428.97	56.1834	1295.53
FBgn0032482	2180.37	2002.57	191.656	2580.99
FBgn0050082	843	665.509	1.11722	5
FBgn0033698	5896	5718.19	20.7263	797
FBgn0032240	530	352.689	133.855	317.47
FBgn0029925	1070	892.194	21.8341	131
FBgn0039017	1757	1579.19	7.43899	79
FBgn0259711	908	730.475	11.1964	55
FBgn0051140	6086.37	5908.56	8.40596	333.999
FBgn0036813	1221	1043.19	52.8848	371
FBgn0004379	2925.86	2748.06	22.7272	420
FBgn0036158	782	604.55	0	0
FBgn0031816	2033.23	1855.42	7.37338	92
FBgn0034923	1677.1	1499.29	24.1014	243
FBgn0039582	1151	973.194	0	0
FBgn0051635	6283.91	6106.11	12.6737	520.41
FBgn0263117	5200.17	5022.36	0.050077	1.692
FBgn0030259	717	539.58	0	0
FBgn0029858	1993.68	1815.87	12.6673	154.685
FBgn0260745	2901.71	2723.9	253.527	4644
FBgn0015791	1139.47	961.699	134.989	873
FBgn0051453	1588.42	1410.62	52.6034	499
FBgn0025574	2100.74	1922.94	17.5543	227
FBgn0039637	3175.12	2997.31	106.915	2155
FBgn0023095	4761.79	4583.98	1.91395	59
FBgn0014022	1444	1266.19	16.5593	141
FBgn0035134	1243	1065.19	0.279205	2
FBgn0044826	3680.66	3502.85	76.5838	1804
FBgn0030937	1405	1227.19	0	0
FBgn0085213	715	537.581	0	0
FBgn0039875	2420.13	2242.32	69.7655	1052
FBgn0037736	3954.88	3777.08	0.11811	3
FBgn0024732	2153	1975.19	19.499	259
FBgn0053700	1116	938.194	0	0
FBgn0260747	999.251	821.66	292.283	1615
FBgn0038011	1767	1589.19	0	0
FBgn0066365	2733.69	2555.89	0.058815	1.011
FBgn0039863	5862.02	5684.22	38.378	1467
FBgn0037721	827.286	649.804	0.915378	4
FBgn0036459	2408	2230.19	0	0
FBgn0038291	1731	1553.19	19.9141	208
FBgn0001114	3261.94	3084.13	1426.32	29582
FBgn0262894	324	146.863	0	0
FBgn0015772	4895.47	4717.66	15.3506	487
FBgn0030873	1723.06	1545.26	89.3037	928.001
FBgn0086675	6950.03	6772.22	0.261207	11.897
FBgn0038223	4226.07	4048.27	13.5911	370
FBgn0027081	2328.73	2150.93	225.034	3255
FBgn0043458	3240.17	3062.37	62.5969	1289.1
FBgn0262010	471	293.734	1.51876	3
FBgn0259963	337	159.855	0	0
FBgn0010238	2156	1978.19	93.0624	1238
FBgn0034184	3162.68	2984.87	30.6886	616
FBgn0000018	1794	1616.19	22.1741	241
FBgn0032809	910	732.475	1.42111	7
FBgn0036605	513	335.701	0.885931	2
FBgn0052280	1126.54	948.736	33.2287	212
FBgn0000055	1096.33	918.527	0	0
FBgn0033657	3918	3740.19	0.159033	4
FBgn0035421	1684	1506.19	19.252	195
FBgn0030666	1611.74	1433.93	1.82806	17.628
FBgn0011202	4208.17	4030.36	41.1389	1115
FBgn0050091	1681	1503.19	0	0
FBgn0033260	3386.79	3208.99	37.4426	808
FBgn0283427	8599.11	8421.31	804.236	45545
FBgn0033740	2224.45	2046.64	17.0745	235
FBgn0011725	2792.16	2614.36	32.005	562.679
FBgn0034377	761	583.558	1.01929	4
FBgn0284248	676.483	499.081	754.722	2533
FBgn0040674	712.5	535.089	0	0
FBgn0036323	1637	1459.19	0	0
FBgn0038260	1973	1795.19	4.05889	49
FBgn0034617	1987	1809.19	10.6852	130
FBgn0262018	7549.5	7371.69	0.040345	2
FBgn0031873	840	662.511	15.9363	71
FBgn0032366	866	688.488	0	0
FBgn0035241	4611.75	4433.94	1.40952	42.028
FBgn0260049	2271.12	2093.32	153.015	2154
FBgn0015558	4278.28	4100.48	0.950572	26.212
FBgn0267875	162	29.599	0	0
FBgn0003870	4240.52	4062.72	40.8479	1116
FBgn0053061	1277.9	1100.09	0.135174	1
FBgn0041181	4928	4750.19	0	0
FBgn0039778	933	755.469	0	0
FBgn0014455	1600.35	1422.54	233.398	2232.75
FBgn0030462	936.667	759.122	0	0
FBgn0051832	762	584.558	0	0
FBgn0000259	1612.78	1435.05	120.514	1163.01
FBgn0261581	717.5	540.088	0	0
FBgn0039271	836	658.513	9.71016	43
FBgn0031463	1194	1016.19	0	0
FBgn0014006	4619.26	4441.45	33.1796	991
FBgn0037150	1456	1278.19	14.3097	123
FBgn0030294	1628	1450.19	16.6116	162
FBgn0036039	2150.81	1973	14.542	192.944
FBgn0029676	2023.43	1845.62	63.1712	784.042
FBgn0037475	1444.5	1266.69	0	0
FBgn0052076	1529	1351.19	27.2933	248
FBgn0058354	1400	1222.19	2.76071	22.69
FBgn0033738	3626.46	3448.66	37.6152	872.349
FBgn0064126	1582.2	1404.4	33.6867	318.145
FBgn0039115	970	792.432	17.9607	95.711
FBgn0010356	2362	2184.19	20.9011	307
FBgn0051100	2434.9	2257.09	0.131766	2
FBgn0263249	318	140.866	0	0
FBgn0039635	1216.06	1038.35	183.455	1281
FBgn0050010	760.655	583.206	5.60948	22
FBgn0034495	1429	1251.19	17.7644	149.469
FBgn0005617	3878.48	3700.67	36.5665	910
FBgn0030703	1444.71	1266.9	125.592	1070
FBgn0036574	4109.74	3931.94	17.1676	453.936
FBgn0038742	1418	1240.19	69.0646	576
FBgn0003162	1638.95	1461.15	5.29214	52
FBgn0046999	672	494.596	0.300657	1
FBgn0037345	831	653.515	15.2455	67
FBgn0037050	1519.85	1342.05	11.9668	108
FBgn0029783	1128.25	950.447	8.13576	51.999
FBgn0261269	3811.67	3633.86	4.50139	110
FBgn0264270	2352.34	2174.53	46.7097	683.046
FBgn0259822	4738.87	4561.07	0.078915	2.42
FBgn0034035	1562	1384.19	26.9649	251
FBgn0039270	868	690.486	14.4292	67
FBgn0031626	1990	1812.19	0	0
FBgn0051324	1968.92	1791.12	47.267	569.324
FBgn0260858	1469	1291.19	47.4491	412
FBgn0031874	1710.58	1532.77	6.60587	68.091
FBgn0262719	7923.18	7745.37	0.576766	30.041
FBgn0082831	6728.91	6551.1	32.4143	1428
FBgn0259239	3651.66	3473.86	0.342453	8
FBgn0036146	755	577.561	5.92178	23
FBgn0035073	3322	3144.19	14.0691	297.478
FBgn0020371	789	611.541	0	0
FBgn0032845	1558.28	1380.48	6.46316	60
FBgn0283651	4290.89	4113.08	1.59098	44.007
FBgn0267824	2632	2454.19	55.1385	910
FBgn0069973	897.824	720.295	22.5029	109.001
FBgn0036301	1709	1531.19	17.3838	179
FBgn0265048	4744	4566.19	214.091	6574
FBgn0261057	237.5	61.2655	0	0
FBgn0052564	1448	1270.19	0.117072	1
FBgn0030797	1165.3	987.712	15.2618	101.372
FBgn0001296	2215.64	2037.83	4.30533	59
FBgn0259972	1093	915.194	0.324967	2
FBgn0053986	871	693.484	0	0
FBgn0032435	2743	2565.19	0.11594	2
FBgn0033905	1169.2	991.396	17.3994	116
FBgn0029539	639.5	462.12	0	0
FBgn0030502	2962.35	2784.54	105.472	1975
FBgn0032554	1230	1052.34	0	0
FBgn0036410	2258.29	2080.48	1.00066	13.999
FBgn0025390	6135.39	5957.58	2.59099	103.803
FBgn0038394	1047	869.194	0.342165	2
FBgn0029715	1083.83	906.028	78.2887	477
FBgn0034911	6361	6183.19	0.192398	8
FBgn0026063	2066	1888.19	0.253363	3.217
FBgn0032375	787.588	610.135	0.243723	1
FBgn0033665	1878	1700.19	12.6821	145
FBgn0085380	3223	3045.19	0	0
FBgn0037493	813	635.531	0	0
FBgn0053701	315	137.868	0	0
FBgn0032189	1259	1081.19	14.5789	106
FBgn0033726	683	505.594	0	0
FBgn0037526	2210.89	2033.08	8.14967	111.422
FBgn0028902	2093.51	1915.71	0.232871	3
FBgn0050289	1164	986.194	0.150786	1
FBgn0038131	1100	922.194	0.023481	0.146
FBgn0004910	1486.26	1308.56	0.113639	1.001
FBgn0037715	1038.5	860.689	24.7065	143
FBgn0038151	1571	1393.19	0	0
FBgn0005391	1583.02	1405.21	0.317469	3
FBgn0265416	5854.08	5676.28	0.131544	5.021
FBgn0033115	1348.68	1170.87	12.0652	95
FBgn0029587	2517.08	2339.27	1.79472	28.233
FBgn0034300	5049.32	4871.51	14.8047	485.001
FBgn0265464	2788	2610.19	7.7	135.158
FBgn0036112	761	583.558	0	0
FBgn0262730	8084.31	7906.5	27.2946	1451.24
FBgn0262512	659	481.602	84.2939	273
FBgn0015279	4418.99	4241.19	57.8872	1651
FBgn0039831	2812.73	2634.92	80.9841	1434.98
FBgn0261673	1874.94	1697.13	1.13907	13
FBgn0026570	1233.94	1056.14	47.3088	336
FBgn0031574	3474.16	3296.35	7.39831	164
FBgn0036761	1785.75	1607.94	57.1532	618
FBgn0085385	5875	5697.19	0.010557	0.404
FBgn0027296	2063	1885.2	12.6997	161
FBgn0033259	2863	2685.19	35.8303	647
FBgn0033616	1893	1715.19	11.5308	133
FBgn0030224	1034	856.194	0	0
FBgn0016685	917.221	739.689	338.343	1683
FBgn0003888	2516.6	2338.79	249.529	3924.56
FBgn0025381	2138.66	1960.85	370.445	4884.79
FBgn0052667	368	190.838	2.33764	3
FBgn0031771	1553.94	1376.13	139.072	1287
FBgn0042133	1168	990.194	4.95583	33
FBgn0028546	1069.13	891.329	75.2421	451
FBgn0037620	1159	981.194	3.03108	20
FBgn0086710	477.148	299.876	3038.78	6128
FBgn0036028	1427	1249.19	9.52319	80
FBgn0000046	1655.99	1478.18	1.12323	11.166
FBgn0034568	3383.35	3205.55	0.231948	5
FBgn0035464	2237.86	2060.06	49.8794	691
FBgn0032331	1716	1538.19	0.773395	8
FBgn0261380	1356	1178.19	27.0097	214
FBgn0039196	1506	1328.19	0	0
FBgn0051683	1875.62	1697.82	4.62737	52.833
FBgn0011754	2731.33	2553.52	22.5198	386.706
FBgn0003250	1349	1171.19	0.126968	1
FBgn0028872	1850.33	1672.53	0	0
FBgn0003975	3463	3285.19	0.260042	5.745
FBgn0040751	379	201.832	19.156	26
FBgn0039958	2048.03	1870.22	31.9473	401.795
FBgn0034201	1894.7	1717.05	0.232027	2.679
FBgn0032390	851.812	674.316	49.1772	223
FBgn0031144	1994.49	1816.68	42.0733	513.999
FBgn0037481	943	765.467	20.7864	107
FBgn0033457	1056.78	878.972	20.8091	123
FBgn0037974	1270.52	1092.71	28.001	205.758
FBgn0038033	1754	1576.19	0.139685	1.481
FBgn0029689	2699	2521.19	12.858	218
FBgn0036784	2074	1896.19	0	0
FBgn0085458	750	572.564	0	0
FBgn0033787	1157.83	980.028	3.94509	26
FBgn0031955	5711.22	5533.41	0.34936	13
FBgn0054011	1090	912.194	0	0
FBgn0051092	3957.91	3780.1	1.53758	39.085
FBgn0003218	5056.07	4878.26	17.8984	587.162
FBgn0029687	2574.61	2396.8	80.4096	1296.04
FBgn0033460	4661.13	4483.32	57.6464	1738
FBgn0039664	1417.71	1239.91	8.28907	69.115
FBgn0037802	1114	936.194	8.10078	51
FBgn0014002	2080.26	1902.46	822.12	10517.9
FBgn0051454	1736	1558.19	0.095434	1
FBgn0046886	1227	1049.19	0	0
FBgn0261060	329	151.86	0	0
FBgn0039349	1858.12	1680.31	22.036	249
FBgn0036230	922.5	744.971	0	0
FBgn0085599	1023	845.194	11.7307	66.674
FBgn0030292	477	299.728	69.4581	140
FBgn0039132	1040.62	862.938	78.5792	456.001
FBgn0032790	1215	1037.19	12.76	89
FBgn0029996	2521.83	2344.03	57.4756	905.989
FBgn0264830	262	84.907	0	0
FBgn0083972	706	528.585	1.96927	7
FBgn0052221	1606	1428.19	9.47494	91
FBgn0061209	595	417.655	0.125678	0.353
FBgn0019938	5078	4900.19	34.1095	1124
FBgn0029920	757	579.56	0.256581	1
FBgn0259728	885	707.479	9.52875	45.334
FBgn0052732	2189	2011.19	15.2583	206.366
FBgn0030164	1289.75	1111.94	0	0
FBgn0033785	1901.13	1723.32	7.10856	82.381
FBgn0250839	1017.75	840.087	0	0
FBgn0267887	453	275.748	0	0
FBgn0267365	936	758.468	26.0757	133
FBgn0032150	1063.12	885.374	6.21438	37
FBgn0035360	1723.53	1545.72	1.25956	13.093
FBgn0035833	3722	3544.19	17.3283	413
FBgn0034849	777.361	599.912	53.6957	216.623
FBgn0035041	2875.31	2697.51	0.098265	1.783
FBgn0037067	876	698.481	0	0
FBgn0263197	5925.52	5747.72	95.4147	3687.98
FBgn0033724	651.269	473.878	14.7487	47
FBgn0265201	476	298.729	1.54809	3.11
FBgn0031690	1768.93	1591.12	0.09346	1
FBgn0035009	576	398.662	0	0
FBgn0052601	967	789.434	0.094184	0.5
FBgn0033996	1961.73	1783.92	18.4221	221
FBgn0034437	2768	2590.19	0.05741	1
FBgn0031247	748	570.565	17.4192	66.836
FBgn0039552	649	471.613	0	0
FBgn0030990	2036.31	1858.5	130.341	1629
FBgn0015925	2004.35	1826.54	31.8325	391
FBgn0029959	1179.59	1001.78	33.6958	227
FBgn0001276	727	549.575	20.8347	77
FBgn0036277	437	259.763	84.724	148
FBgn0052643	548	370.68	0	0
FBgn0263782	3818	3640.19	12.7902	313.098
FBgn0035695	4208	4030.2	0.332077	9
FBgn0034138	627.086	449.72	3303.61	9991
FBgn0035997	3195.73	3017.93	30.796	625
FBgn0028541	2464.71	2286.9	71.8517	1105
FBgn0053666	666	488.598	0	0
FBgn0051860	2260.5	2082.69	0	0
FBgn0035312	1183	1005.19	26.1182	176.551
FBgn0036236	1075	897.194	0.000296	0.002
FBgn0259735	6472.93	6295.13	177.681	7521.82
FBgn0037094	3105.98	2928.17	49.5651	976
FBgn0051953	715	537.581	0.260936	0.943
FBgn0029523	2309	2131.19	0.894152	12.815
FBgn0035374	1144	966.194	56.7916	369
FBgn0034514	440	262.761	0	0
FBgn0038934	4896.2	4718.39	0.157579	5
FBgn0036360	2534	2356.19	0.063112	1
FBgn0014465	1978.24	1800.46	0.41296	5
FBgn0038471	1102	924.194	23.8134	148
FBgn0038047	1623	1445.19	4.93898	48
FBgn0064237	1495	1317.19	0	0
FBgn0032036	2418.89	2241.08	392.813	5920
FBgn0038207	740	562.566	0.528663	2
FBgn0259821	4377.35	4199.54	2.83276	80
FBgn0032084	1511.65	1333.84	2.22971	20
FBgn0014427	1176	998.194	11.173	75
FBgn0031257	2624.79	2446.98	57.3672	944
FBgn0041094	2291.05	2113.25	101.332	1440.03
FBgn0033988	2216	2038.19	40.5747	556.132
FBgn0001986	3585	3407.19	43.6877	1001
FBgn0032078	1998.86	1821.05	219.906	2693
FBgn0038551	1645	1467.19	31.8247	314
FBgn0000808	2015.51	1837.71	7.04646	87.081
FBgn0036895	3746	3568.19	0.08335	2
FBgn0266455	280	102.892	0	0
FBgn0031575	2698.35	2520.55	12.3303	209
FBgn0033880	1145	967.194	4.30494	28
FBgn0051661	1341	1163.19	0	0
FBgn0283476	12442	12264.2	0.084875	7
FBgn0032882	1961	1783.19	38.6286	463.218
FBgn0025700	893.113	715.585	109.93	529
FBgn0039811	514	336.7	0	0
FBgn0086447	414.806	237.602	34.4219	55
FBgn0000463	4766.97	4589.17	0.131872	4.071
FBgn0034748	1924	1746.19	16.9466	199
FBgn0042138	1247.02	1069.22	102.639	738.001
FBgn0017556	1210.6	1032.79	9.4e-05	0
FBgn0267423	640	462.619	0	0
FBgn0052843	3276.48	3098.68	0.047989	1
FBgn0250827	860	682.489	0.217885	1
FBgn0023536	2345	2167.19	3.91111	57
FBgn0263236	3152.74	2974.93	1.14967	23
FBgn0039379	1894	1716.19	33.7925	390
FBgn0263842	318	140.866	0	0
FBgn0259676	1753	1575.19	26.433	280
FBgn0050005	887	709.478	36.9768	176.419
FBgn0036842	2790.1	2612.3	38.8226	682
FBgn0026718	1573.24	1395.43	3.83634	36
FBgn0034061	656	478.604	37.2844	120
FBgn0038877	2124	1946.19	54.2867	710.489
FBgn0262588	777	599.553	18.8499	76
FBgn0264979	1349.69	1171.88	15.2272	120
FBgn0010772	3248.87	3071.07	35.8799	741
FBgn0034127	2103	1925.19	1.08137	14
FBgn0261850	2797	2619.19	22.3692	394
FBgn0037853	1642	1464.19	91.2011	898
FBgn0038851	978	800.422	3.15829	17
FBgn0083942	556	378.675	0	0
FBgn0004915	1414.37	1236.57	32.9721	274.184
FBgn0265630	6021.01	5843.21	33.0074	1297
FBgn0034870	870	692.485	0	0
FBgn0036483	4066.02	3888.22	9.71417	254
FBgn0026869	6356.82	6179.01	41.8492	1738.94
FBgn0051404	981	803.421	0	0
FBgn0050446	2303	2125.19	0.489803	7
FBgn0033020	668.938	491.535	1.21012	4
FBgn0036450	2644	2466.19	40.2783	668
FBgn0085479	1472	1294.19	0.574504	5
FBgn0037045	1081	903.194	7.57354	46
FBgn0030114	2681.34	2503.53	52.7452	888.001
FBgn0046685	2895	2717.19	45.2045	826
FBgn0031951	1192	1014.19	31.3517	213.826
FBgn0030310	737.947	560.506	326.588	1231
FBgn0032251	1047.4	869.595	11.9703	70
FBgn0036009	1497	1319.19	0	0
FBgn0039266	1631.86	1454.05	49.8048	486.999
FBgn0034194	1754.12	1576.32	25.8482	274
FBgn0004554	569.5	392.168	0	0
FBgn0003360	1637.97	1460.17	400.748	3935.06
FBgn0030320	3587.48	3409.68	20.4978	470
FBgn0261639	849	671.504	10.1582	45.872
FBgn0030812	4539.57	4361.77	53.6958	1575
FBgn0052091	2967	2789.19	1.66359	31.203
FBgn0039183	3126.82	2949.02	29.4986	585
FBgn0000299	5701.11	5523.31	816.895	30341.9
FBgn0004892	2611	2433.19	0.061115	1
FBgn0038602	615	437.645	0.339782	1
FBgn0037260	1785	1607.19	0.675474	7.301
FBgn0052668	2676	2498.19	0.535721	9
FBgn0001250	5711.33	5533.53	0.779324	29.001
FBgn0036795	1548	1370.19	0	0
FBgn0015321	1154.06	976.258	60.4711	397
FBgn0030202	348	170.848	0	0
FBgn0030244	982.637	804.964	0.554201	3
FBgn0039501	2472	2294.19	6.93547	107
FBgn0038127	935	757.469	0	0
FBgn0003129	2566	2388.19	0	0
FBgn0033100	554.87	377.545	30.7219	78
FBgn0030832	708	530.584	0	0
FBgn0264738	1067	889.194	0	0
FBgn0036302	2080.25	1902.45	82.0727	1050
FBgn0011205	2009	1831.19	59.2761	729.946
FBgn0028700	1279.03	1101.22	35.0423	259.505
FBgn0039927	3428.51	3250.7	7.18625	157.094
FBgn0038079	782.997	605.538	0.736718	3
FBgn0040066	1672.11	1494.3	62.2994	626.038
FBgn0030833	3819.89	3642.08	4.57289	112
FBgn0036656	1409.81	1232.01	0.717669	5.946
FBgn0053531	4276.65	4098.84	0.217677	6
FBgn0033982	2804.58	2626.78	0.516963	9.131
FBgn0085237	380	202.831	0	0
FBgn0052086	1523.55	1345.74	0.110499	1
FBgn0284247	12278.6	12100.8	0.024577	2
FBgn0039434	1030	852.194	0	0
FBgn0051933	2076	1898.19	0	0
FBgn0038830	670	492.597	20.2258	67
FBgn0035294	1682	1504.19	85.8781	868.688
FBgn0040793	417	239.787	401.237	647
FBgn0014179	2032.52	1854.71	0.080177	1
FBgn0031145	841.533	664.069	265.407	1185.23
FBgn0033234	2014.92	1837.11	1.81932	22.476
FBgn0040343	743.5	566.065	0	0
FBgn0050491	1259.34	1081.54	3.90756	28.421
FBgn0034420	3262.71	3084.91	147.744	3065
FBgn0054008	715	537.581	3.3194	12
FBgn0037297	1596.01	1418.21	20.027	191
FBgn0031725	2661.5	2483.69	0	0
FBgn0039307	1248	1070.19	0	0
FBgn0035435	1103	925.194	10.7687	67
FBgn0013810	12202	12024.2	3.28964	266
FBgn0003963	4649.11	4471.3	81.1813	2441
FBgn0030494	858	680.491	0.437049	2
FBgn0039055	3473	3295.19	30.7318	681
FBgn0040308	1047.28	869.474	64.1353	375
FBgn0039620	2274	2096.19	1.48974	21
FBgn0015765	1460.83	1283.03	17.2692	149.001
FBgn0031270	687.158	509.75	3.50063	12
FBgn0029795	1465.29	1287.49	2.07899	18
FBgn0030049	4134.78	3956.98	76.8517	2045.01
FBgn0052702	11349	11171.2	6.22972	468
FBgn0032938	3296.48	3118.68	44.3917	931
FBgn0037760	4690.73	4512.93	49.8214	1512
FBgn0259832	474	296.73	15.5354	31
FBgn0020440	4593.77	4415.96	17.5442	521
FBgn0004590	639	461.619	0	0
FBgn0024941	4479.47	4301.67	0.069138	2
FBgn0035084	1250.66	1072.85	17.336	125.074
FBgn0038752	2194	2016.19	0.073755	1
FBgn0051643	2890	2712.19	0	0
FBgn0030746	3803.68	3625.88	1.35538	33.048
FBgn0015714	1558.47	1380.66	81.8422	759.876
FBgn0037506	1426	1248.19	0.595676	5
FBgn0266977	516	338.699	0	0
FBgn0035077	1165	987.194	0.532174	3.533
FBgn0053109	1025	847.194	0.175525	1
FBgn0002933	523	345.694	0	0
FBgn0085331	825	647.521	0	0
FBgn0261584	1720	1542.19	13.4993	140
FBgn0033362	2137.03	1959.23	8.95611	118
FBgn0030575	1368.08	1190.27	3.24825	26
FBgn0015572	1749	1571.19	0.283932	3
FBgn0013276	2375	2197.19	8.78237	129.765
FBgn0032613	2123	1945.19	24.0808	315
FBgn0036225	1146	968.194	0	0
FBgn0052208	514	336.7	0.010175	0.023
FBgn0017567	819	641.524	157.159	678
FBgn0014388	3447.15	3269.34	802.432	17641.9
FBgn0046763	1934	1756.19	113.632	1342
FBgn0037061	627	449.634	20.8355	63
FBgn0030941	2416.13	2238.33	69.7571	1050
FBgn0029809	1433	1255.19	0.118471	1
FBgn0053120	2301	2123.19	1.12061	16
FBgn0015614	1282.24	1104.43	85.0374	631.576
FBgn0033498	1268	1090.19	0.136401	1
FBgn0022224	396	218.816	21.0671	31
FBgn0033729	794.5	616.94	0	0
FBgn0260453	2030.18	1852.37	0.160555	2
FBgn0039160	1362	1184.19	70.3854	560.509
FBgn0032750	1371	1193.19	7.60223	61
FBgn0262738	7041.83	6864.02	20.8836	963.967
FBgn0033979	1769.47	1591.67	0.840839	9
FBgn0032651	1360	1182.19	0	0
FBgn0050376	941	763.468	0	0
FBgn0039495	1455	1277.19	0.582151	5
FBgn0041105	2454	2276.19	0.13066	2
FBgn0283627	1560	1382.19	0	0
